startYear,startMonth,startDay,startTime,endYear,endMonth,endDay,endTime,displayDate,headline,text,mediaUrl,mediaCredit,mediaCaption,mediaThumbail,type,group,backgroundUrl,backgroundColor
2020,10,26,2020,10,26,,,,New lockdown,"<p> The Basque Government was tightening the measures even more to contain an upward pandemic again, including a 23:00 to 6:00 a.m curfew. The community entered the red zone after exceeding the accumulated rate in 14 days of 500 cases per 100,000 inhabitants
",,,,,,,,
2020,11,7,2020,11,7,,,,Closure of the hostel industry,"<p>The growth of infections in the Basque Country leads the Basque Executive to close the hostel industry and to limit the opening of shops until 21:00. In this context, protests by hoteliers are on the rise
",,,,,,,,
2020,12,27,2020,12,27,,,,Vaccination plan is being prepared,"<p>Vaccination with the Pfizer vaccine of residents and professionals from nursing homes. The main reason is defined as an at-risk group, so they have to be the first ones who need protection and health coverage against COVID-19
",,,,,,,,
2021,1,13,2020,1,13,,,,Moderna vaccine,"<p>Beginning of vaccination with the Moderna vaccine in Donostia. Osadidetza provided to the city more doses of this vaccine in order to cover the oldest people from the at-risk population
",,,,,,,,
2021,1,15,2020,1,15,,,,Health workers vaccinated,"<p>Beginning of the vaccination to Osakidetza sanitary professionals. It was needed to vaccinate these professionals, as they have been in front line of the COVID-19 battle
",,,,,,,,
2021,2,10,2020,2,10,,,,Law enforcement turn,"<p>Vaccination with first doses of AstraZeneca to the Ertzaintza, Local Police, firefighters, teachers and the rest of sanitary and social-sanitary professionals
",,,,,,,,
2021,2,24,2021,2,24,,,,First vaccinations for the over 80s,<p>Inoculation campaign to people older than 80 years old with Pfizer and the Moderna vaccines,,,,,,,,
2021,3,2,2021,3,2,,,,"Illumbe, from basketball arena to vaccination centre","<p>Beginning of massive vaccination campaign in Illumbe (Donostia Arena). At this point, individuals can get vaccinated physically inside or leaving in the car
",,,,,,,,
2021,3,15,2021,3,15,,,,Alarm with AstraZeneca,<p>Paralyzation of AstraZeneca vaccine implementation due to the consequent development of thrombosis cases in Europe,,,,,,,,
2021,4,9,2021,4,9,,,,First vaccinations for for the age group 70-79,"<p>Vaccination to individuals from 70 to 79 years old
",,,,,,,,
2021,4,10,2021,4,10,,,,Vaccinating in any situation,"<p>Domiciliary administration of prophylaxis to people with peritoneal dialysis or patients who suffered from transplants
",,,,,,,,
2021,4,13,2021,4,13,,,,Janssen vaccines to Spain,"<p>Spain receives the first shipping of Janssen vaccines
",,,,,,,,
2021,5,9,2021,5,9,,,,Goodbye to the Alarm State,<p>End of the alarm state in Spain,,,,,,,,
